age,gender,race_minority,years_education,disability,disease,anios_en_calle,family_contact,recieves_help,drug_consumption,avg_age_drug_consumption,lgbt_minority,ln_years_street
31.0,1,0,13.0,0,0,10.0,1,0,1,24.0,0,2.302585092994046
51.0,1,0,2.0,0,0,38.5,0,1,1,18.0,0,3.6506582412937387
30.0,1,0,15.0,0,0,3.0,0,1,1,16.666666666666668,0,1.0986122886681098
29.0,1,0,7.0,0,0,0.16666666666666666,1,0,1,15.0,0,-1.791759469228055
22.0,1,0,15.0,1,0,4.0,1,1,1,15.0,0,1.3862943611198906
32.0,1,0,7.0,0,0,1.0,1,0,1,18.0,0,0.0
34.0,1,1,13.0,0,0,0.5,1,0,1,15.0,0,-0.6931471805599453
25.0,1,0,13.0,0,1,5.0,1,0,1,17.0,0,1.6094379124341003
51.0,1,0,2.0,1,1,10.0,0,1,1,18.666666666666668,0,2.302585092994046
33.0,1,0,7.0,0,0,7.0,0,1,1,19.0,0,1.9459101490553132
74.0,1,0,11.0,1,1,5.0,0,0,0,0.0,0,1.6094379124341003
32.0,1,0,13.0,0,1,3.0,1,1,1,16.0,0,1.0986122886681098
27.0,1,0,13.0,0,0,3.0,1,0,1,17.0,0,1.0986122886681098
21.0,1,0,2.0,0,0,2.4166666666666665,0,1,1,15.0,0,0.8823891801984737
21.0,0,0,11.0,1,0,0.6666666666666666,1,1,1,16.666666666666668,0,-0.40546510810816444
33.0,1,0,7.0,0,0,7.0,0,1,1,15.0,0,1.9459101490553132
24.0,1,0,11.0,1,0,1.0,0,1,1,16.0,0,0.0
44.0,0,0,7.0,0,0,3.0,1,1,1,16.0,0,1.0986122886681098
34.0,1,0,7.0,0,0,3.0,1,1,0,0.0,0,1.0986122886681098
39.0,1,0,7.0,1,1,5.0,0,1,1,17.0,0,1.6094379124341003
24.0,1,0,7.0,0,0,3.0,1,1,1,15.0,0,1.0986122886681098
43.0,1,0,13.0,1,0,5.0,0,1,0,0.0,0,1.6094379124341003
60.0,1,0,15.0,0,0,3.0,0,1,0,0.0,0,1.0986122886681098
45.0,1,0,13.0,0,1,0.16666666666666666,1,1,1,31.0,0,-1.791759469228055
18.0,0,0,11.0,1,0,0.5,1,1,0,0.0,0,-0.6931471805599453
48.0,1,0,15.0,0,0,8.0,0,1,1,20.0,0,2.0794415416798357
32.0,1,0,2.0,0,0,2.0,1,1,1,21.666666666666668,0,0.6931471805599453
27.0,1,0,11.0,0,0,0.75,1,1,0,0.0,0,-0.2876820724517809
44.0,1,0,11.0,1,0,0.6666666666666666,1,0,1,25.0,0,-0.40546510810816444
40.0,0,0,2.0,1,0,0.5,1,1,0,0.0,0,-0.6931471805599453
23.0,0,0,11.0,1,0,1.0,1,0,0,0.0,0,0.0
25.0,1,0,2.0,0,0,1.75,1,1,1,15.0,0,0.5596157879354227
38.0,1,0,11.0,1,0,2.0,1,1,1,20.0,0,0.6931471805599453
63.0,1,0,7.0,1,0,5.0,1,1,0,0.0,0,1.6094379124341003
21.0,1,0,13.0,0,0,0.6666666666666666,0,1,1,20.0,1,-0.40546510810816444
33.0,1,0,13.0,0,0,18.0,1,0,1,15.0,0,2.8903717578961645
32.0,1,0,7.0,0,0,6.0,0,1,0,0.0,0,1.791759469228055
28.0,1,0,7.0,1,0,1.0,1,0,1,17.5,0,0.0
49.0,1,0,7.0,0,1,0.16666666666666666,1,1,0,0.0,0,-1.791759469228055
33.0,1,0,7.0,1,0,17.0,1,0,1,15.285714285714286,0,2.833213344056216
47.0,0,0,2.0,0,0,0.3333333333333333,0,0,0,0.0,0,-1.0986122886681098
37.0,1,0,13.0,0,0,3.0,1,1,1,23.8,0,1.0986122886681098
62.0,1,0,15.0,1,0,35.0,1,1,1,15.5,0,3.5553480614894135
61.0,1,0,2.0,0,0,0.3333333333333333,0,0,0,0.0,0,-1.0986122886681098
21.0,1,0,7.0,0,0,6.0,1,1,1,15.428571428571429,0,1.791759469228055
32.0,1,0,13.0,0,0,5.0,1,1,1,23.0,0,1.6094379124341003
36.0,1,0,2.0,0,0,10.0,0,1,1,18.8,0,2.302585092994046
32.0,0,0,7.0,0,0,4.416666666666667,0,1,1,15.0,0,1.4853852637641216
29.0,1,0,15.0,0,0,7.0,1,1,1,16.5,0,1.9459101490553132
60.0,1,0,13.0,1,0,0.0,0,1,1,15.0,0,0.0
20.0,0,0,2.0,0,0,1.5,1,0,1,15.0,0,0.4054651081081644
28.0,1,0,2.0,0,0,0.3333333333333333,1,1,1,15.75,0,-1.0986122886681098
43.0,1,0,7.0,1,0,21.333333333333332,0,1,1,15.0,0,3.060270794691562
67.0,1,0,2.0,0,0,30.0,1,1,1,66.0,0,3.4011973816621555
39.0,1,0,11.0,0,0,12.0,1,0,1,24.666666666666668,0,2.4849066497880004
65.0,1,0,2.0,0,0,13.75,0,1,1,25.5,0,2.6210388241125804
36.0,0,0,13.0,0,1,3.0,0,1,1,30.0,0,1.0986122886681098
38.0,1,0,7.0,0,0,1.0,1,1,0,0.0,0,0.0
30.0,0,0,7.0,0,0,13.0,0,1,1,21.0,0,2.5649493574615367
26.0,1,0,7.0,0,0,3.5,0,1,1,23.0,0,1.252762968495368
59.0,1,0,7.0,0,0,22.333333333333332,1,1,1,15.333333333333334,0,3.106080330722856
48.0,1,0,15.0,0,1,0.6666666666666666,1,0,0,0.0,1,-0.40546510810816444
42.0,0,0,13.0,0,0,16.0,1,1,1,16.0,0,2.772588722239781
43.0,0,0,13.0,0,0,15.0,0,0,1,15.0,0,2.70805020110221
25.0,1,0,11.0,0,0,2.25,1,1,1,18.0,0,0.8109302162163288
61.0,1,0,7.0,0,0,1.0,1,0,0,0.0,0,0.0
34.0,1,0,7.0,0,0,15.0,1,0,1,15.5,0,2.70805020110221
22.0,1,0,7.0,0,0,1.0,1,1,1,15.0,0,0.0
75.0,1,0,2.0,0,0,2.0,0,1,0,0.0,0,0.6931471805599453
26.0,1,0,11.0,0,0,4.0,0,0,0,0.0,1,1.3862943611198906
35.0,1,0,7.0,1,0,0.16666666666666666,1,1,1,18.0,0,-1.791759469228055
32.0,1,0,7.0,0,0,3.0,1,1,1,17.333333333333332,0,1.0986122886681098
25.0,1,0,13.0,0,0,9.0,0,1,1,20.166666666666668,0,2.1972245773362196
42.0,1,0,13.0,0,0,2.0833333333333335,1,1,1,15.0,0,0.7339691750802005
26.0,1,0,13.0,0,0,9.0,1,1,1,17.0,0,2.1972245773362196
45.0,1,0,7.0,0,1,20.0,1,1,1,15.0,0,2.995732273553991
41.0,1,0,2.0,0,0,20.0,0,1,1,17.0,0,2.995732273553991
42.0,1,0,7.0,0,0,0.3333333333333333,0,1,1,37.0,0,-1.0986122886681098
56.0,1,0,2.0,1,0,5.0,1,0,0,0.0,0,1.6094379124341003
37.0,1,0,15.0,1,0,27.0,0,1,1,15.0,0,3.295836866004329
51.0,1,0,7.0,1,1,16.0,1,0,1,15.5,0,2.772588722239781
75.0,1,0,2.0,1,0,38.0,0,0,0,0.0,0,3.6375861597263857
50.0,1,0,11.0,0,0,20.333333333333332,0,0,1,20.0,0,3.0122615755052013
66.0,1,0,7.0,1,0,2.0,1,0,1,25.0,0,0.6931471805599453
36.0,0,0,13.0,1,1,2.0,0,1,1,30.5,0,0.6931471805599453
21.0,1,0,7.0,0,0,6.0,1,0,1,15.0,0,1.791759469228055
43.0,1,0,7.0,0,0,35.0,1,0,1,15.0,0,3.5553480614894135
63.0,1,0,15.0,1,0,40.0,1,1,1,35.0,0,3.6888794541139363
52.0,1,0,7.0,0,0,32.0,0,0,1,21.0,0,3.4657359027997265
60.0,1,0,15.0,0,0,43.0,0,1,1,15.0,0,3.7612001156935624
55.0,1,0,15.0,1,0,8.0,1,0,0,0.0,0,2.0794415416798357
45.0,1,0,11.0,0,0,0.3333333333333333,1,1,1,20.0,0,-1.0986122886681098
22.0,1,0,7.0,0,0,0.08333333333333333,1,1,0,0.0,0,-2.4849066497880004
32.0,1,0,7.0,0,0,4.0,1,1,1,15.0,0,1.3862943611198906
44.0,1,0,7.0,1,1,8.0,0,1,0,0.0,0,2.0794415416798357
42.0,1,0,15.0,0,0,23.333333333333332,0,1,1,15.0,0,3.1498829533812494
22.0,0,0,11.0,1,0,11.0,1,1,1,15.0,0,2.3978952727983707
30.0,1,0,7.0,1,0,1.0,1,0,1,20.0,0,0.0
18.0,1,0,2.0,0,0,0.4166666666666667,0,1,1,15.0,0,-0.8754687373538999
20.0,1,0,7.0,0,0,2.0,1,0,1,15.0,0,0.6931471805599453
75.0,1,0,2.0,1,0,10.0,1,0,0,0.0,0,2.302585092994046
45.0,1,0,13.0,1,1,10.0,1,1,0,0.0,0,2.302585092994046
16.0,0,0,2.0,0,0,0.0,0,1,1,15.0,0,0.0
33.0,0,0,2.0,0,0,0.0,1,0,1,15.0,0,0.0
23.0,1,0,15.0,1,0,12.0,0,1,1,15.0,0,2.4849066497880004
43.0,1,0,7.0,1,0,15.0,0,1,1,21.0,0,2.70805020110221
66.0,1,0,7.0,0,0,18.666666666666668,0,1,1,22.0,0,2.9267394020670396
26.0,1,0,15.0,0,0,10.0,1,0,1,15.0,0,2.302585092994046
27.0,1,0,13.0,0,0,2.0,0,1,1,25.5,0,0.6931471805599453
36.0,1,0,11.0,0,0,27.0,0,1,1,15.0,0,3.295836866004329
36.0,1,0,7.0,1,0,9.0,1,1,1,24.0,0,2.1972245773362196
41.0,1,0,15.0,0,0,2.0,0,1,1,17.4,0,0.6931471805599453
50.0,0,0,2.0,1,0,3.0,0,1,0,0.0,0,1.0986122886681098
23.0,0,0,2.0,0,0,5.0,0,1,1,17.0,0,1.6094379124341003
30.0,1,0,7.0,0,0,6.0,0,1,1,16.0,0,1.791759469228055
24.0,1,0,15.0,0,0,3.0,1,1,1,16.25,0,1.0986122886681098
31.0,1,0,2.0,0,0,5.0,1,1,1,15.0,0,1.6094379124341003
25.0,1,0,7.0,0,0,15.0,1,0,1,15.666666666666666,0,2.70805020110221
37.0,1,0,2.0,1,0,20.0,1,0,1,18.8,0,2.995732273553991
68.0,1,0,11.0,0,1,4.0,0,1,1,15.0,0,1.3862943611198906
52.0,1,0,7.0,0,1,8.0,0,1,1,25.0,0,2.0794415416798357
51.0,1,0,15.0,1,0,3.0,0,1,1,17.5,0,1.0986122886681098
41.0,0,0,7.0,0,0,4.0,0,1,1,28.333333333333332,0,1.3862943611198906
25.0,1,0,2.0,0,0,15.0,1,0,1,15.0,0,2.70805020110221
64.0,0,0,15.0,1,0,52.0,1,0,1,15.0,0,3.9512437185814275
32.0,1,0,13.0,0,0,5.0,0,1,1,16.5,0,1.6094379124341003
75.0,1,0,2.0,0,0,12.25,0,1,1,30.0,0,2.505525936990736
69.0,1,0,2.0,0,0,7.0,1,0,0,0.0,0,1.9459101490553132
27.0,1,0,11.0,0,0,4.0,1,1,1,15.5,0,1.3862943611198906
27.0,0,0,13.0,0,1,10.0,1,0,1,15.0,0,2.302585092994046
61.0,1,0,7.0,0,0,15.0,1,1,1,37.5,0,2.70805020110221
24.0,1,0,7.0,0,0,5.0,0,1,1,16.2,0,1.6094379124341003
18.0,0,0,11.0,0,0,1.0,1,0,0,0.0,0,0.0
52.0,1,0,13.0,0,0,30.0,1,1,1,27.6,0,3.4011973816621555
26.0,1,0,13.0,0,0,0.16666666666666666,1,0,1,16.8,0,-1.791759469228055
29.0,0,0,7.0,0,1,0.16666666666666666,1,1,0,0.0,0,-1.791759469228055
57.0,1,0,13.0,1,0,8.0,1,1,1,15.0,0,2.0794415416798357
42.0,1,0,15.0,0,0,7.0,1,1,1,20.0,0,1.9459101490553132
41.0,1,0,15.0,0,0,7.0,0,1,1,25.0,0,1.9459101490553132
48.0,0,0,7.0,1,0,2.0,1,1,1,25.0,0,0.6931471805599453
55.0,1,0,2.0,0,0,30.166666666666668,0,1,1,30.0,0,3.4067375620377707
24.0,1,0,7.0,0,0,1.0,1,1,1,16.333333333333332,0,0.0
42.0,1,0,13.0,0,1,25.0,1,0,1,15.0,0,3.2188758248682006
32.0,1,0,2.0,1,0,0.25,1,1,1,19.5,0,-1.3862943611198906
25.0,0,0,7.0,1,0,15.0,0,1,1,15.0,0,2.70805020110221
24.0,1,0,11.0,1,0,0.5833333333333334,1,1,1,18.0,0,-0.5389965007326869
31.0,1,0,15.0,0,0,4.0,0,1,1,26.0,0,1.3862943611198906
38.0,1,0,2.0,0,0,20.0,1,0,1,15.0,0,2.995732273553991
28.0,1,0,7.0,0,0,16.0,0,1,1,15.333333333333334,0,2.772588722239781
31.0,1,0,2.0,1,0,5.0,0,1,1,19.0,0,1.6094379124341003
21.0,1,0,7.0,1,0,4.0,1,0,1,17.0,0,1.3862943611198906
29.0,1,0,7.0,0,0,4.0,1,1,1,15.0,0,1.3862943611198906
57.0,1,0,7.0,0,1,50.0,0,1,1,15.666666666666666,0,3.912023005428146
54.0,1,0,2.0,0,0,19.0,0,1,1,19.0,0,2.9444389791664403
20.0,1,0,11.0,0,0,1.0,1,1,1,15.0,1,0.0
29.0,0,0,11.0,0,0,4.0,1,1,0,0.0,0,1.3862943611198906
43.0,1,0,2.0,0,0,15.0,0,1,1,15.0,0,2.70805020110221
55.0,0,0,11.0,0,0,6.0,1,0,0,0.0,0,1.791759469228055
42.0,0,0,7.0,0,1,3.0,0,1,1,30.0,0,1.0986122886681098
33.0,1,0,7.0,0,0,2.0,0,1,1,20.0,0,0.6931471805599453
39.0,0,0,15.0,0,0,10.0,0,1,1,17.0,0,2.302585092994046
50.0,1,0,15.0,1,1,20.0,0,0,1,18.6,0,2.995732273553991
26.0,1,0,11.0,1,0,13.0,0,0,1,15.0,0,2.5649493574615367
55.0,1,0,11.0,0,0,1.0,0,1,0,0.0,0,0.0
69.0,1,0,15.0,1,1,35.0,1,0,1,20.0,0,3.5553480614894135
33.0,1,0,15.0,0,1,2.0,0,1,1,15.0,0,0.6931471805599453
32.0,1,0,11.0,1,0,3.0,1,0,1,16.333333333333332,0,1.0986122886681098
52.0,1,0,7.0,1,1,10.0,1,1,1,17.0,0,2.302585092994046
45.0,1,0,13.0,1,0,25.0,0,1,1,15.333333333333334,0,3.2188758248682006
24.0,1,0,13.0,0,0,0.5833333333333334,0,1,1,16.0,0,-0.5389965007326869
28.0,1,0,7.0,0,0,1.0,0,1,1,16.333333333333332,0,0.0
28.0,1,0,11.0,0,0,8.0,1,0,1,15.0,0,2.0794415416798357
39.0,1,0,7.0,1,0,15.0,0,1,1,15.0,0,2.70805020110221
44.0,1,0,2.0,0,0,31.0,0,1,1,15.0,0,3.4339872044851463
31.0,1,0,11.0,0,0,15.0,1,0,1,15.0,0,2.70805020110221
54.0,1,0,15.0,1,0,42.0,0,1,1,19.0,0,3.7376696182833684
38.0,1,0,13.0,0,0,13.0,0,1,1,16.333333333333332,0,2.5649493574615367
15.0,0,0,7.0,0,1,2.0,1,0,1,15.0,0,0.6931471805599453
59.0,1,0,15.0,1,0,50.0,0,1,1,15.0,0,3.912023005428146
56.0,1,0,7.0,0,1,30.0,0,1,1,15.0,0,3.4011973816621555
53.0,1,0,2.0,1,0,25.0,1,1,1,15.0,0,3.2188758248682006
67.0,1,1,15.0,1,0,58.0,0,1,0,0.0,0,4.060443010546419
70.0,0,0,13.0,1,0,20.0,1,0,0,0.0,0,2.995732273553991
25.0,1,0,7.0,0,0,9.0,0,1,1,15.0,0,2.1972245773362196
26.0,0,0,11.0,0,0,8.0,0,1,1,15.666666666666666,0,2.0794415416798357
19.0,1,0,11.0,0,0,0.25,0,1,1,15.0,0,-1.3862943611198906
55.0,1,0,15.0,1,0,10.916666666666666,0,1,1,15.0,0,2.3902906734131513
27.0,1,0,7.0,0,0,10.0,1,0,1,16.666666666666668,0,2.302585092994046
66.0,1,0,15.0,1,0,60.416666666666664,0,0,1,15.0,0,4.101265005066675
73.0,1,0,2.0,0,0,4.0,0,1,1,15.0,0,1.3862943611198906
21.0,1,0,2.0,0,0,1.6666666666666667,1,1,0,0.0,0,0.5108256237659907
24.0,1,0,11.0,0,0,7.0,1,0,1,15.0,0,1.9459101490553132
45.0,1,0,7.0,1,0,9.833333333333334,0,1,1,19.0,0,2.2857779746776643
49.0,1,0,13.0,0,0,8.0,1,0,1,15.0,0,2.0794415416798357
29.0,0,0,15.0,1,0,18.0,0,1,1,18.0,0,2.8903717578961645
42.0,1,0,7.0,1,0,3.0,1,1,1,16.666666666666668,0,1.0986122886681098
34.0,1,0,11.0,1,0,10.0,1,0,1,18.666666666666668,0,2.302585092994046
37.0,1,0,7.0,0,0,11.0,0,1,1,15.0,0,2.3978952727983707
70.0,1,0,2.0,1,0,26.0,1,0,0,0.0,0,3.258096538021482
51.0,1,0,2.0,0,0,5.0,1,1,1,29.333333333333332,0,1.6094379124341003
36.0,0,0,15.0,0,0,15.0,0,1,0,0.0,0,2.70805020110221
26.0,1,0,2.0,0,0,10.0,0,1,1,15.0,0,2.302585092994046
27.0,1,0,13.0,1,0,10.0,1,0,1,18.0,0,2.302585092994046
35.0,1,0,2.0,1,0,20.0,0,1,1,20.0,1,2.995732273553991
62.0,1,0,13.0,0,0,40.0,1,0,0,0.0,0,3.6888794541139363
27.0,1,0,2.0,1,0,0.5,1,0,1,17.5,0,-0.6931471805599453
59.0,1,0,7.0,1,0,10.0,0,1,1,15.0,0,2.302585092994046
45.0,1,0,13.0,0,0,35.0,0,1,1,23.0,0,3.5553480614894135
28.0,1,0,11.0,1,1,0.4166666666666667,1,1,1,17.0,0,-0.8754687373538999
69.0,1,0,13.0,0,0,40.0,1,0,1,18.0,0,3.6888794541139363
34.0,1,0,7.0,0,0,5.0,1,0,1,16.666666666666668,0,1.6094379124341003
20.0,1,0,15.0,0,0,15.0,0,1,1,15.0,0,2.70805020110221
31.0,1,0,7.0,0,0,2.0833333333333335,1,1,1,22.5,0,0.7339691750802005
69.0,1,0,7.0,0,0,7.0,0,1,1,28.5,0,1.9459101490553132
30.0,1,0,2.0,0,1,23.0,1,1,1,18.0,0,3.1354942159291497
31.0,1,0,13.0,0,0,2.0,1,0,1,18.0,0,0.6931471805599453
25.0,1,0,13.0,0,0,5.0,1,1,1,15.5,0,1.6094379124341003
60.0,1,0,15.0,1,0,1.0,1,0,0,0.0,0,0.0
71.0,1,0,2.0,0,0,8.0,1,0,0,0.0,0,2.0794415416798357
32.0,1,0,7.0,1,0,15.0,1,1,1,17.166666666666668,0,2.70805020110221
54.0,1,1,7.0,0,0,30.416666666666668,1,1,1,18.666666666666668,0,3.414990703794491
32.0,0,0,7.0,0,0,14.0,0,1,1,15.0,0,2.6390573296152584
27.0,1,0,7.0,0,0,11.0,1,0,1,16.0,0,2.3978952727983707
39.0,1,0,2.0,0,0,15.0,1,1,1,17.5,1,2.70805020110221
37.0,1,0,11.0,1,0,24.0,0,0,1,15.0,0,3.1780538303479458
35.0,1,1,2.0,0,0,23.0,1,0,1,17.0,0,3.1354942159291497
27.0,1,0,7.0,0,0,1.0,0,1,1,18.0,0,0.0
28.0,1,0,7.0,0,0,2.0,1,1,1,17.2,0,0.6931471805599453
25.0,1,1,7.0,0,0,1.0,0,1,1,19.0,0,0.0
29.0,1,0,7.0,0,0,7.5,1,0,1,17.666666666666668,0,2.0149030205422647
40.0,1,0,7.0,0,0,20.0,1,0,0,0.0,0,2.995732273553991
34.0,1,0,7.0,1,0,9.0,1,0,1,22.0,0,2.1972245773362196
32.0,1,0,11.0,0,0,17.0,1,0,1,19.0,0,2.833213344056216
29.0,1,0,11.0,0,0,5.0,0,1,1,19.0,0,1.6094379124341003
42.0,0,0,2.0,0,0,10.25,0,1,1,18.0,0,2.327277705584417
49.0,1,0,7.0,0,0,30.333333333333332,0,1,1,19.25,0,3.41224721784874
59.0,1,0,15.0,1,0,35.0,1,0,1,25.5,0,3.5553480614894135
55.0,1,0,2.0,0,0,28.333333333333332,0,1,1,21.0,0,3.3440389678222067
18.0,1,0,15.0,0,0,8.833333333333334,0,0,1,15.0,0,2.178532444324067
34.0,1,0,15.0,1,1,17.25,1,0,1,17.4,0,2.847812143477369
36.0,1,0,7.0,0,0,20.0,0,1,1,25.0,0,2.995732273553991
31.0,1,0,7.0,0,0,5.0,0,1,1,22.0,0,1.6094379124341003
47.0,1,0,7.0,1,0,33.916666666666664,0,0,1,18.5,0,3.5239065356545947
30.0,1,0,13.0,0,0,8.166666666666666,1,0,1,18.0,0,2.1000608288825715
34.0,1,0,11.0,0,0,15.666666666666666,1,1,1,15.0,0,2.751535313041949
55.0,1,0,2.0,1,0,5.25,1,0,1,15.0,0,1.6582280766035324
46.0,1,0,15.0,1,0,38.0,1,1,1,15.0,0,3.6375861597263857
30.0,1,0,2.0,0,0,22.0,0,1,1,15.5,0,3.091042453358316
27.0,1,0,15.0,1,0,2.6666666666666665,1,1,1,15.5,0,0.9808292530117262
33.0,1,0,7.0,0,0,12.0,0,1,1,16.5,0,2.4849066497880004
22.0,1,0,7.0,1,0,6.0,0,1,1,15.0,0,1.791759469228055
39.0,1,0,13.0,0,0,10.333333333333334,1,1,1,16.0,0,2.3353749158170367
64.0,0,0,2.0,1,0,3.0833333333333335,1,1,1,15.0,0,1.1260112628562242
22.0,1,0,7.0,0,0,3.0,1,0,1,15.0,0,1.0986122886681098
32.0,1,0,13.0,0,0,8.333333333333334,0,1,1,19.0,0,2.120263536200091
62.0,1,0,7.0,0,0,2.1666666666666665,1,1,1,17.0,0,0.7731898882334817
61.0,1,0,7.0,1,0,28.0,0,1,1,35.0,0,3.332204510175204
18.0,0,0,2.0,0,0,6.083333333333333,0,1,1,15.0,0,1.8055527913603908
29.0,1,0,7.0,0,0,0.4166666666666667,1,1,1,16.0,0,-0.8754687373538999
33.0,1,0,13.0,0,0,10.0,1,1,1,15.8,0,2.302585092994046
51.0,1,0,13.0,0,0,30.0,0,1,1,23.0,0,3.4011973816621555
40.0,1,0,15.0,0,0,30.083333333333332,0,1,0,0.0,0,3.4039713085448806
40.0,0,0,7.0,0,0,2.0,1,1,1,22.0,0,0.6931471805599453
28.0,1,0,13.0,0,0,3.0,1,1,1,23.0,0,1.0986122886681098
49.0,1,0,2.0,1,0,30.0,0,1,1,15.0,0,3.4011973816621555
29.0,1,0,7.0,0,0,5.0,1,0,0,0.0,0,1.6094379124341003
27.0,1,0,15.0,0,0,10.25,0,1,1,15.0,0,2.327277705584417
73.0,1,0,15.0,1,0,27.0,0,0,1,15.0,0,3.295836866004329
21.0,1,0,7.0,1,0,4.0,1,0,0,0.0,0,1.3862943611198906
34.0,1,0,7.0,0,0,2.0,1,1,1,20.0,0,0.6931471805599453
30.0,1,0,7.0,0,0,20.0,1,1,1,19.0,0,2.995732273553991
28.0,1,0,7.0,1,0,4.0,0,0,1,21.0,0,1.3862943611198906
24.0,0,0,7.0,0,0,0.16666666666666666,0,1,0,0.0,0,-1.791759469228055
44.0,1,0,7.0,0,0,7.0,1,1,1,18.0,0,1.9459101490553132
38.0,1,0,7.0,1,0,6.0,0,1,1,15.0,0,1.791759469228055
33.0,1,0,7.0,0,0,1.25,1,1,1,16.25,0,0.22314355131420976
22.0,1,0,11.0,0,0,0.5833333333333334,1,1,1,16.0,0,-0.5389965007326869
54.0,1,0,7.0,0,0,26.0,0,1,1,21.0,0,3.258096538021482
50.0,1,0,2.0,1,0,40.0,0,0,1,15.0,0,3.6888794541139363
42.0,0,0,11.0,0,0,3.0,1,1,0,0.0,0,1.0986122886681098
33.0,1,0,7.0,0,0,12.0,0,1,1,27.0,0,2.4849066497880004
37.0,1,0,11.0,0,1,15.0,0,1,1,19.714285714285715,0,2.70805020110221
22.0,1,0,15.0,1,0,7.0,0,1,1,15.0,0,1.9459101490553132
34.0,1,0,15.0,1,0,23.0,0,0,1,15.0,0,3.1354942159291497
59.0,1,0,11.0,1,0,20.25,0,1,1,25.0,0,3.0081547935525483
30.0,1,0,7.0,0,0,15.0,1,1,1,17.666666666666668,1,2.70805020110221
55.0,1,0,7.0,1,0,6.0,1,1,1,15.0,0,1.791759469228055
60.0,1,0,13.0,0,0,9.416666666666666,0,1,1,18.0,0,2.24248116892434
25.0,1,0,2.0,0,0,0.8333333333333334,1,0,1,18.0,0,-0.1823215567939546
39.0,1,0,2.0,1,0,0.6666666666666666,1,0,1,17.666666666666668,0,-0.40546510810816444
22.0,1,0,2.0,0,0,6.0,1,0,1,15.0,0,1.791759469228055
44.0,1,0,7.0,1,0,20.0,1,0,1,20.0,0,2.995732273553991
24.0,0,0,7.0,0,0,6.0,1,0,1,16.0,0,1.791759469228055
27.0,0,0,7.0,1,0,0.25,1,1,0,0.0,0,-1.3862943611198906
26.0,0,0,13.0,1,0,1.0,1,1,0,0.0,0,0.0
27.0,1,0,11.0,0,0,1.25,1,0,1,19.0,0,0.22314355131420976
63.0,1,0,7.0,0,0,30.083333333333332,1,0,1,22.0,0,3.4039713085448806
28.0,1,0,7.0,0,0,0.5833333333333334,1,1,1,17.0,0,-0.5389965007326869
55.0,1,0,7.0,1,0,19.0,1,0,1,23.5,0,2.9444389791664403
31.0,1,0,13.0,1,0,20.0,1,1,1,15.0,0,2.995732273553991
25.0,0,0,7.0,0,0,3.0,1,1,1,18.0,0,1.0986122886681098
37.0,1,0,11.0,0,0,15.0,1,1,1,22.5,0,2.70805020110221
49.0,1,0,15.0,0,0,0.6666666666666666,1,1,1,18.0,0,-0.40546510810816444
42.0,0,0,7.0,1,0,0.75,0,1,0,0.0,0,-0.2876820724517809
28.0,0,1,2.0,1,0,1.0,0,1,0,0.0,0,0.0
38.0,0,0,2.0,0,0,5.0,1,1,1,25.666666666666668,0,1.6094379124341003
57.0,1,0,7.0,0,0,9.666666666666666,0,0,1,22.0,0,2.268683541318364
46.0,0,0,11.0,0,0,1.5833333333333333,1,1,1,19.0,0,0.45953232937844013
58.0,1,0,15.0,1,0,10.0,1,1,1,26.25,0,2.302585092994046
58.0,1,0,7.0,1,0,1.5,1,1,0,0.0,0,0.4054651081081644
29.0,1,0,2.0,0,0,8.0,0,1,1,15.0,0,2.0794415416798357
31.0,0,0,2.0,0,0,3.0,1,1,0,0.0,0,1.0986122886681098
35.0,0,0,7.0,0,0,1.25,0,1,1,19.0,0,0.22314355131420976
49.0,1,0,11.0,0,0,17.333333333333332,1,0,1,15.0,0,2.8526314299133175
44.0,1,0,7.0,0,0,1.0,1,1,1,19.0,0,0.0
18.0,0,0,7.0,0,0,0.16666666666666666,1,0,0,0.0,0,-1.791759469228055
38.0,1,0,7.0,0,0,14.0,0,1,1,15.0,0,2.6390573296152584
36.0,1,0,15.0,1,0,3.0,1,1,1,15.0,0,1.0986122886681098
64.0,1,0,15.0,1,0,14.0,0,0,0,0.0,0,2.6390573296152584
40.0,1,0,2.0,0,0,3.0,1,0,1,15.0,0,1.0986122886681098
32.0,1,0,11.0,0,0,6.0,1,1,1,17.333333333333332,0,1.791759469228055
15.0,1,0,15.0,0,0,1.25,1,1,0,0.0,0,0.22314355131420976
38.0,1,0,11.0,0,0,0.16666666666666666,1,1,1,24.0,0,-1.791759469228055
22.0,1,0,7.0,1,0,0.75,1,0,1,15.4,0,-0.2876820724517809
36.0,0,0,11.0,1,0,3.0,1,0,1,32.666666666666664,0,1.0986122886681098
58.0,1,0,11.0,0,0,1.1666666666666667,0,0,1,18.333333333333332,0,0.15415067982725836
33.0,0,0,2.0,0,0,10.0,1,0,1,16.25,0,2.302585092994046
54.0,1,0,13.0,1,0,20.25,0,1,1,30.0,0,3.0081547935525483
15.0,1,0,15.0,0,0,0.5,1,0,0,0.0,0,-0.6931471805599453
22.0,1,0,2.0,0,0,1.1666666666666667,0,1,1,15.0,0,0.15415067982725836
27.0,1,0,13.0,0,0,14.0,1,0,1,16.0,1,2.6390573296152584
42.0,0,1,15.0,1,0,25.0,0,0,0,0.0,0,3.2188758248682006
65.0,0,0,15.0,1,0,10.0,1,0,0,0.0,0,2.302585092994046
